id,type,name,creator,starring,year,rating,time,genres
81313227,Movie,Rurouni Kenshin: The Final,,"Takeru Satoh, Emi Takei, Mackenyu",2021,TV-14,139 min,"Period Pieces ,Action & Adventure Movies"
80117824,Movie,Train to Busan,,"Gong Yoo, Jung Yu-mi, Don Lee",2016,TV-14,117 min,"Horror Movies ,Action & Adventure Movies"
70286084,Movie,Cold War,,"Aaron Kwok, Andy Lau, Charlie Yeung",2012,TV-14,101 min,"Crime Movies ,Action & Adventure Movies "
80007759,Movie,Firestorm,,"Andy Lau, Lam Ka Tung, Yao Chen",2013,TV-MA,109 min,"Crime Movies ,Action & Adventure Movies "
81399639,Movie,Carter,,"Joo Won, Lee Sung-jae, Jeong So-ri",2022,TV-MA,134 min,Action & Adventure Movies
81249457,Movie,Long Live the King,,"Kim Rae-won, Won Jin-a, Jin Sun-kyu",2019,TV-14,117 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies"
80177865,Movie,The Prison,,"Han Seok-kyu, Kim Rae-won, Lee Kyung-yung",2017,TV-MA,119 min,"Crime Movies ,Action & Adventure Movies"
80108208,Movie,Phantom Detective,,"Lee Je-hoon, Kim Sung-kyun, Park Geun-hyeong",2016,TV-14,126 min,"Crime Movies ,Mystery Movies ,Movies Based on Books ,Action & Adventure Movies"
81000511,Movie,Revenger,,"Bruce Khan, Park Hee-soon, Yoon Jin-seo",2018,TV-MA,101 min,"Martial Arts Movies ,Action & Adventure Movies"
80008748,Movie,Kundo: Age of the Rampant,,"Ha Jung-woo, Gang Dong-won, Lee Kyung-yung",2014,TV-MA,137 min,"Drama Movies ,Period Pieces ,Action & Adventure Movies ,Social Issue Dramas"
81002312,Movie,Believer,,"Cho Jin-woong, Ryu Jun-yeol, Kim Sung-ryoung",2018,TV-MA,123 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies"
81465109,Movie,JUNG_E,,"Kang Soo-youn, Kim Hyun-joo, Ryu Kyung-soo",2023,TV-PG,99 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies"
81623336,Movie,The Assassin,,"Shin Hyun-joon, Lee Moon-sik, Kim Min-kyung",2023,TV-MA,100 min,"Drama Movies ,Period Pieces ,Action & Adventure Movies"
80144372,Movie,Asura: The City of Madness,,"Jung Woo-sung, Hwang Jung-min, Ju Ji-hoon",2016,TV-MA,132 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies ,Social Issue Dramas"
81161926,Movie,The Merciless,,"Sul Kyung-gu, Yim Si-wan, Kim Hie-won",2017,TV-MA,120 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies"
80013891,Movie,Rurouni Kenshin: The Legend Ends,,"Takeru Satoh, Emi Takei, Yusuke Iseya",2014,TV-14,134 min,"Period Pieces ,Action & Adventure Movies"
81304899,Movie,High & Low The Worst,,"Kazuma Kawamura, Jun Shison, Yuki Yamada",2019,TV-14,125 min,Action & Adventure Movies
81651403,Movie,Shock Wave 2,,"Andy Lau, Sean Lau, Ni Ni",2020,TV-14,120 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies "
80226217,Movie,Shockwave Tunnel,,"Andy Lau, Jiang Wu, Song Jia",2017,TV-MA,118 min,"Crime Movies ,Action & Adventure Movies "
80196353,Movie,Tracer,,"Truong Ngoc Anh, Vinh Thuy, Thien Nguyen",2016,TV-14,94 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies"
81642914,Movie,578: Magnum,,"Alexandre Nguyen, Le Thanh Thao, H'Hen Nie",2022,TV-MA,107 min,"Drama Movies ,Action & Adventure Movies"
81513482,Movie,Arisaka,,"Maja Salvador, Mon Confiado, Arthur Acuña",2020,TV-MA,95 min,Action & Adventure Movies
80203776,Movie,Bitcoin Heist,,"Kate Nhung, Huyme, Petey Majik Nguyen",2016,TV-14,115 min,"Crime Movies ,Action & Adventure Movies"
70299880,Movie,The Raid 2,,"Iko Uwais, Tio Pakusadewo, Arifin Putra",2014,TV-MA,150 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies"
80148162,Movie,The Night Comes for Us,,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez",2018,TV-MA,120 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies"
81504695,Movie,The Assistant,,"Iedil Dzuhrie Alaudin, Hairul Azreen, Henley Hii",2022,TV-MA,123 min,Action & Adventure Movies
81593636,Movie,4 Kings,,"Arak Amornsupasiri, Itkron Pungkiatrassamee, Poom Rungsrithananon",2021,TV-MA,138 min,"Drama Movies ,Action & Adventure Movies"
81651405,Movie,The Foggy Mountain,,"Peter Pham, Simon Kook, Thach Kim Long",2020,TV-MA,86 min,"Sports Movies ,Martial Arts Movies ,Action & Adventure Movies"
81408885,Movie,"Sultan Agung: Throne, Rebellion, and Love",,"Ario Bayu, Marthino Lio, Adinia Wirasti",2018,TV-14,159 min,"Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies ,Social Issue Dramas"
80109145,Movie,Headshot,,"Iko Uwais, Chelsea Islan, Julie Estelle",2016,TV-MA,118 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies"
